0.010540398	3.377132684
0.019141074	3.377132684
0.03424339	3.351856993
0.056872746	3.45410911
0.075542694	3.723595353
0.094557638	4.199182632
0.111509267	4.771222722
0.127628807	5.380615692
0.143922886	6.113598313
0.169707852	6.842842461
0.203109676	7.60174925
0.250482945	8.637309195
0.327832571	9.523417462
0.49056756	10.0376332
0.671242053	10.57961395
1.098319962	10.90235681
1.878819195	10.7397731
3.311929654	10.90235681
5.924466923	10.65939273
8.34986401	10.8207596
11.59170326	10.65939273
17.08648956	10.98456933
23.03438268	11.66498477
29.25712503	12.57507557
38.2861929	13.55617077
51.62385751	14.83504076
73.88008488	15.99245625
91.08083221	17.24017217
110.6292572	18.72538125
138.5095803	21.9253314
158.5939577	26.25727134
168.5407014	31.44510273
195.9750116	40.59596516
205.2627779	51.6282541
214.9174919	62.2950455
302.9607903	65.16724538
518.5061141	69.20388977
811.476741	74.04475328
1288.943066	78.04279048
2239.345959	84.1316133
3947.264002	84.76603316
7839.583985	85.40523705
15113.90414	87.35191506
27864.30699	90.01668216
52155.87481	96.31341596
82843.96806	101.5138468
146056.3393	105.3994875
281595.1641	108.6148158
440425.6846	105.3994875
689010.3669	106.1942842
1030681.645	106.1942842
